Date,Open,High,Low,Close,Level
28-09-2001,2836.73999,2904.590088,2836.73999,2896.600098,1
01-10-2001,2899.800049,2956.860107,2899.800049,2943.689941,1
02-10-2001,2960.5,2989.629883,2947.340088,2959.389893,0
03-10-2001,2951.689941,2983.330078,2940.080078,2976.300049,1
04-10-2001,2978.110107,3002,2971.570068,2992.459961,1
05-10-2001,2998.860107,3050.070068,2998.860107,3043.850098,1
08-10-2001,3023.290039,3034.969971,2967.679932,2981.330078,0
09-10-2001,3003.02002,3025.889893,3003.02002,3016.840088,1
10-10-2001,3025.030029,3061.77002,2993.889893,3001.860107,0
11-10-2001,3010.939941,3065.47998,3010.939941,3061.909912,1
12-10-2001,3057,3083.649902,3026.629883,3040.159912,0
15-10-2001,3047.389893,3066.040039,3013.830078,3022.159912,0
16-10-2001,3028.709961,3063.899902,3004.030029,3009.330078,0
17-10-2001,2995.370117,2995.370117,2953.379883,2957.449951,0
18-10-2001,2958.389893,2998.699951,2942.48999,2989.350098,1
19-10-2001,3003.949951,3062.77002,3003.949951,3049.800049,1
22-10-2001,3059.52002,3100.290039,3040.840088,3052.600098,0
23-10-2001,3058.110107,3070.659912,3030.570068,3037.01001,0
24-10-2001,3038.02002,3087.590088,3038.02002,3068.889893,1
25-10-2001,3071.780029,3109.26001,3006.969971,3013.939941,0
26-10-2001,3020.389893,3067.550049,3017.409912,3059.969971,1
29-10-2001,3070.580078,3092.01001,3069.620117,3079.669922,1
30-10-2001,3084.419922,3106.429932,3081.149902,3094.139893,1
31-10-2001,3093.780029,3101.580078,3059.419922,3077.189941,0
01-11-2001,3079.879883,3124.330078,3079.879883,3113.040039,1
02-11-2001,3116.719971,3195.52002,3107.800049,3180.22998,1
05-11-2001,3211.26001,3293.280029,3205.459961,3280.47998,1
06-11-2001,3296.169922,3326.76001,3223.98999,3231.659912,0
07-11-2001,3233.610107,3273.300049,3223.320068,3244.090088,1
08-11-2001,3246.47998,3305.840088,3246.47998,3258.129883,1
09-11-2001,3263.060059,3301.340088,3245.580078,3252.199951,0
12-11-2001,3262.929932,3335.949951,3262.929932,3322.77002,1
13-11-2001,3360.929932,3377.810059,3278.689941,3287.570068,0
14-11-2001,3289.699951,3322.52002,3283.080078,3294.120117,1
15-11-2001,3284.320068,3296.97998,3270.27002,3287.560059,1
16-11-2001,3301.050049,3311.830078,3271.550049,3275.469971,0
19-11-2001,3276.649902,3335.360107,3276.649902,3320.280029,1
20-11-2001,3334.639893,3416.030029,3334.639893,3409.639893,1
21-11-2001,3440.560059,3500.199951,3414.429932,3431.570068,0
22-11-2001,3433.820068,3468.280029,3426.060059,3436.370117,1
23-11-2001,3445.219971,3468.189941,3434.040039,3442.889893,0
26-11-2001,3440.379883,3467.080078,3416.560059,3419.129883,0
27-11-2001,3436.340088,3462.969971,3404.370117,3412.149902,0
28-11-2001,3412.590088,3440.52002,3308.860107,3388.590088,0
29-11-2001,3388.870117,3388.870117,3336.179932,3353.600098,0
30-11-2001,3362.669922,3384.659912,3301.360107,3335.879883,0
03-12-2001,3340.649902,3350.72998,3257.449951,3262.669922,0
04-12-2001,3257.23999,3281.120117,3231.300049,3271.639893,1
05-12-2001,3268.98999,3268.98999,3218.929932,3235.48999,0
06-12-2001,3227.300049,3244.23999,3181.570068,3232.969971,1
07-12-2001,3227.800049,3262.919922,3170.22998,3175.860107,0
10-12-2001,3172.27002,3193.389893,3126.649902,3131.780029,0
11-12-2001,3132.27002,3186.330078,3100.570068,3184.439941,1
12-12-2001,3186.820068,3270.679932,3186.820068,3262.330078,1
13-12-2001,3243.840088,3280.429932,3243.320068,3269.159912,1
14-12-2001,3282.679932,3309.379883,3272.209961,3308.02002,1
17-12-2001,3323.550049,3393.659912,3323.550049,3375.73999,1
18-12-2001,3377.129883,3438.860107,3377.129883,3401.800049,1
19-12-2001,3407.570068,3454.5,3397.159912,3437.780029,1
20-12-2001,3440.439941,3466.72998,3392.610107,3400.889893,0
21-12-2001,3396.090088,3413.25,3371.909912,3381.959961,0
24-12-2001,3381.409912,3401.800049,3298.850098,3362.879883,0
25-12-2001,3373.689941,3446.919922,3373.689941,3407.840088,1
26-12-2001,3405.899902,3413.02002,3340.01001,3352.52002,0
27-12-2001,3357.169922,3393.340088,3331.399902,3348.800049,0
28-12-2001,3348.800049,3420.23999,3309.969971,3401.149902,1
31-12-2001,3408.280029,3439.830078,3366.139893,3377.050049,0
01-01-2002,3370.5,3396.919922,3369.72998,3382.290039,1
02-01-2002,3383,3402.919922,3365.01001,3368.280029,0
03-01-2002,3368.909912,3397.76001,3365.530029,3373.070068,1
04-01-2002,3380.75,3399.090088,3352.840088,3357.790039,0
07-01-2002,3358.199951,3366,3326.02002,3332.300049,0
08-01-2002,3338.370117,3363.169922,3312.73999,3317.639893,0
09-01-2002,3317.610107,3332.560059,3304.120117,3313.280029,0
10-01-2002,3302.72998,3309.97998,3275.580078,3298.790039,0
11-01-2002,3305.909912,3339.97998,3303.01001,3311.030029,1
14-01-2002,3334.689941,3356.050049,3325.97998,3333.919922,0
15-01-2002,3336.169922,3353.290039,3312.550049,3317.01001,0
16-01-2002,3316.419922,3322.429932,3290,3311.72998,0
17-01-2002,3329.22998,3433.02002,3329.22998,3427.389893,1
18-01-2002,3439.620117,3495.830078,3423.310059,3436.939941,0
21-01-2002,3444.889893,3514.75,3444.870117,3493.919922,1
22-01-2002,3500.409912,3551.949951,3500.409912,3515.449951,1
23-01-2002,3523.300049,3554.72998,3480.100098,3497.679932,0
24-01-2002,3504.889893,3535.570068,3504.889893,3519.870117,1
25-01-2002,3544.320068,3564.350098,3536.350098,3557.060059,1
28-01-2002,3560.97998,3612.830078,3560.97998,3602.02002,1
29-01-2002,3611.320068,3651.02002,3586.780029,3633.929932,1
30-01-2002,3641.780029,3652.76001,3588.929932,3597.610107,0
31-01-2002,3572.959961,3583.169922,3542.060059,3558.209961,0
01-02-2002,3569.949951,3590.98999,3558.820068,3570.459961,1
04-02-2002,3565.639893,3605.590088,3558.090088,3604.080078,1
05-02-2002,3610.209961,3618.300049,3580.889893,3613.51001,1
06-02-2002,3631.550049,3726.76001,3631.550049,3712.73999,1
07-02-2002,3721.439941,3758.110107,3677.620117,3705.659912,0
08-02-2002,3711.100098,3731.280029,3537.189941,3562.310059,0
11-02-2002,3551.560059,3693.919922,3551.560059,3678.75,1
12-02-2002,3734.040039,3758.27002,3635.379883,3642.580078,0
13-02-2002,3655.080078,3692.530029,3634.26001,3641.100098,0
14-02-2002,3647.090088,3656.870117,3585.830078,3614.439941,0
15-02-2002,3621.070068,3691.929932,3621.070068,3690.27002,1
18-02-2002,3692.610107,3703.790039,3645.899902,3656.77002,0
19-02-2002,3675.26001,3675.26001,3594.600098,3603.969971,0
20-02-2002,3603.159912,3603.159912,3522.909912,3535.800049,0
21-02-2002,3531.47998,3601.820068,3531.02002,3569.620117,1
22-02-2002,3573.97998,3590.429932,3562.169922,3580.830078,1
25-02-2002,3593.560059,3626.330078,3590.340088,3617.679932,1
26-02-2002,3633.370117,3663.399902,3603.97998,3613.280029,0
27-02-2002,3618.389893,3629.47998,3554.649902,3560.320068,0
28-02-2002,3576.22998,3587.199951,3556.73999,3581.320068,1
01-03-2002,3580.22998,3582.550049,3530.01001,3536.26001,0
04-03-2002,3555.379883,3555.379883,3506.550049,3516.110107,0
05-03-2002,3517.360107,3566.080078,3461.090088,3466.290039,0
06-03-2002,3472.959961,3503.800049,3454.27002,3459.080078,0
07-03-2002,3464.320068,3499.530029,3462.120117,3469.350098,1
08-03-2002,3482.939941,3519.320068,3482.939941,3500.179932,1
11-03-2002,3505.399902,3537.290039,3490.870117,3505.790039,1
12-03-2002,3500.76001,3500.76001,3458.850098,3462.98999,0
13-03-2002,3463.290039,3529.02002,3463.290039,3512.550049,1
14-03-2002,3516.429932,3538.48999,3499.060059,3500.570068,0
15-03-2002,3502.090088,3521.409912,3478.929932,3480.169922,0
18-03-2002,3482.51001,3491.600098,3447.780029,3463.330078,0
19-03-2002,3465.389893,3494.189941,3460.030029,3479.590088,1
20-03-2002,3482.439941,3512.280029,3482.439941,3497.669922,1
21-03-2002,3496.389893,3521.419922,3488.620117,3510.899902,1
22-03-2002,3514.01001,3533.02002,3454.97998,3461.51001,0
25-03-2002,3459.080078,3459.080078,3411.72998,3413.719971,0
26-03-2002,3444.090088,3458.790039,3412.709961,3421.820068,0
27-03-2002,3425.709961,3439.469971,3408.040039,3420.939941,0
28-03-2002,3420.040039,3430.370117,3359.23999,3364.399902,0
29-03-2002,3364.179932,3396.52002,3332.73999,3390.25,1
01-04-2002,3387.699951,3412.159912,3383.110107,3403.820068,1
02-04-2002,3408.840088,3420.969971,3401.550049,3411.919922,1
03-04-2002,3420.620117,3421.879883,3350.939941,3359.639893,0
04-04-2002,3364.179932,3383.709961,3362.830078,3371.699951,1
05-04-2002,3372.939941,3372.939941,3296.879883,3301.209961,0
08-04-2002,3303.100098,3340.360107,3303.100098,3338.159912,1
09-04-2002,3361.330078,3383.929932,3357.76001,3372.560059,1
10-04-2002,3372.75,3385.219971,3364.850098,3380.610107,1
11-04-2002,3386.01001,3394.889893,3375.699951,3384.350098,0
12-04-2002,3378.219971,3425.5,3372.23999,3423.75,1
15-04-2002,3434.23999,3453.75,3432.540039,3435.060059,1
16-04-2002,3458.310059,3478.02002,3448.370117,3462.01001,1
17-04-2002,3454.850098,3456.780029,3414.370117,3431.320068,0
18-04-2002,3436.870117,3446.51001,3429.879883,3442.48999,1
19-04-2002,3450.580078,3458.580078,3412,3420.330078,0
22-04-2002,3422.070068,3435.679932,3382.110107,3395.590088,0
23-04-2002,3399.139893,3405.290039,3342.340088,3355.610107,0
24-04-2002,3357.290039,3373.399902,3310.860107,3333.76001,0
25-04-2002,3343.659912,3361.77002,3274.620117,3282.810059,0
26-04-2002,3266.159912,3266.159912,3127.870117,3186.530029,0
29-04-2002,3187.540039,3198.810059,3144.179932,3175.48999,0
30-04-2002,3193.639893,3193.639893,3106.560059,3114.050049,0
01-05-2002,3153.030029,3261.899902,3153.030029,3255.620117,1
02-05-2002,3264.189941,3264.189941,3200.939941,3243.409912,0
03-05-2002,3231.820068,3231.820068,3140.379883,3146.830078,0
06-05-2002,3155.669922,3179.850098,3108,3160.23999,1
07-05-2002,3161.909912,3192.5,3131.629883,3135.889893,0
08-05-2002,3136.409912,3140.030029,3097.72998,3125.72998,0
09-05-2002,3162.27002,3185.570068,3148.570068,3161.090088,0
10-05-2002,3161.429932,3195.560059,3161.429932,3191.600098,1
13-05-2002,3200.709961,3269.23999,3200.709961,3255.52002,1
14-05-2002,3277.350098,3282.350098,3229.379883,3259.310059,0
15-05-2002,3246.969971,3246.969971,3205.51001,3217.76001,0
16-05-2002,3231.090088,3283.25,3231.090088,3279.48999,1
17-05-2002,3339.959961,3368.560059,3323.370117,3362.419922,1
20-05-2002,3359.27002,3377.879883,3337.389893,3344.409912,0
21-05-2002,3358.969971,3369.629883,3307.159912,3311.159912,0
22-05-2002,3312.050049,3321.919922,3295.639893,3312.070068,1
23-05-2002,3350.030029,3350.439941,3318.699951,3323.5,0
24-05-2002,3337.320068,3361.72998,3282.320068,3284.540039,0
27-05-2002,3284.320068,3306.110107,3222.22998,3242.26001,0
28-05-2002,3223.469971,3276.060059,3223.469971,3264.02002,1
29-05-2002,3268.100098,3268.100098,3232.659912,3242.75,0
30-05-2002,3238.370117,3238.370117,3210.949951,3231.620117,0
31-05-2002,3226.209961,3244.330078,3193.679932,3214.340088,0
03-06-2002,3214.340088,3214.340088,3180.889893,3180.889893,0
04-06-2002,3199.030029,3221.600098,3189.959961,3217.149902,1
05-06-2002,3231.23999,3252.649902,3222.090088,3244.699951,1
06-06-2002,3246.439941,3293.209961,3246.439941,3288.709961,1
07-06-2002,3276.209961,3296.870117,3274.030029,3285.040039,1
10-06-2002,3283.030029,3314.22998,3279.830078,3310.189941,1
11-06-2002,3322.310059,3337.689941,3313.73999,3316.77002,0
12-06-2002,3322.139893,3334.870117,3309.610107,3330.610107,1
13-06-2002,3336.139893,3366.719971,3332.120117,3357.659912,1
14-06-2002,3356.850098,3361.919922,3343.100098,3358.580078,1
17-06-2002,3359.469971,3366.73999,3328.199951,3332.360107,0
18-06-2002,3332.149902,3332.149902,3287.909912,3290.560059,0
19-06-2002,3296.300049,3318.330078,3293.659912,3305.830078,1
20-06-2002,3302.639893,3305.850098,3258.719971,3278.709961,0
21-06-2002,3279.5,3286.939941,3224.350098,3229.179932,0
24-06-2002,3232.389893,3236.679932,3192.669922,3216.070068,0
25-06-2002,3224.22998,3253.399902,3215.330078,3245.73999,1
26-06-2002,3239.659912,3250.590088,3227.27002,3230.27002,0
27-06-2002,3212.830078,3212.830078,3147.370117,3153.340088,0
28-06-2002,3142.47998,3179.080078,3135.389893,3176.929932,1
01-07-2002,3163.449951,3167.600098,3105.199951,3107.47998,0
02-07-2002,3149.179932,3169.959961,3091.330078,3094.959961,0
03-07-2002,3079.330078,3084.340088,3011.889893,3024.350098,0
04-07-2002,3039.560059,3039.560059,2955.100098,3030.060059,0
05-07-2002,3043.22998,3080.699951,2983.100098,2990.909912,0
08-07-2002,2981.050049,2998.340088,2932.350098,2987.649902,1
09-07-2002,2998.459961,3018.52002,2965.969971,2975.810059,0
10-07-2002,2960.47998,2992.189941,2933.389893,2985.01001,1
11-07-2002,2996.889893,3018.709961,2980.48999,3011.350098,1
12-07-2002,2997.959961,3026.97998,2981.51001,3023.26001,1
15-07-2002,3042.280029,3055.219971,3004.120117,3009.47998,0
16-07-2002,3014.679932,3019.48999,2945.5,2950.090088,0
17-07-2002,2974.679932,2982.51001,2931.780029,2976.340088,1
18-07-2002,2972.590088,3014.300049,2972.590088,3007.850098,1
19-07-2002,3009.47998,3066.699951,3009.47998,3036.399902,1
22-07-2002,3032.98999,3037.370117,3013.159912,3020.699951,0
23-07-2002,3031.23999,3070.860107,3031.23999,3065.899902,1
24-07-2002,3073.129883,3079.98999,3061.389893,3064.040039,0
25-07-2002,3071.129883,3094.800049,3067.919922,3089.580078,1
26-07-2002,3083.820068,3109.909912,3082.02002,3084.379883,1
29-07-2002,3094.179932,3109.719971,3077.889893,3080.699951,0
30-07-2002,3083,3120.689941,3083,3119.179932,1
31-07-2002,3119,3130.780029,3110.929932,3123.600098,1
01-08-2002,3128.409912,3142.52002,3093.899902,3097.850098,0
02-08-2002,3093.659912,3103.379883,3078.129883,3099.379883,1
05-08-2002,3099.120117,3117.530029,3091.560059,3114.159912,1
06-08-2002,3110.97998,3185.080078,3109.969971,3181.22998,1
07-08-2002,3206.810059,3227.620117,3179.330078,3187.26001,0
08-08-2002,3190.199951,3193.439941,3150.100098,3159.77002,0
09-08-2002,3145.340088,3180.600098,3126.75,3173.350098,1
12-08-2002,3185.320068,3197.290039,3166.219971,3181.469971,0
13-08-2002,3176.149902,3177.48999,3131.149902,3141.110107,0
14-08-2002,3121.899902,3126.300049,3081.629883,3089.469971,0
15-08-2002,3096.929932,3130.409912,3096.929932,3125.659912,1
16-08-2002,3125.550049,3136.879883,3120.449951,3131.340088,1
19-08-2002,3115.97998,3127.290039,3093.709961,3098.939941,0
